Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 120:, French I ,"Introduction to current French. Oral practice, listening and reading comprehension; grammar necessary for simple spoken and written expression.",(4.0 units),Not available,Not available,34202D,10:00-10:50am,MTuWTh,Lecture,Julia Chamberlin
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 121:, French Language and Diction ,"Developing competence in listening, vocal pronunciation, speaking, singing, International Phonetic Alphabet (IPA), reading and writing French. Emphasizes musical texts including French song and operatic arias.",(4.0 units),Not available,Not available,46364D,12:00-12:50pm,MTuW,Lecture,"Lisa Sylvester,"
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 150:, French II ,Continuation of 120.,(4.0 units),Prerequisite: 1 from (FREN 120 or MPVA 261),Not available,34214R,8:00-9:50am,"Mon, Wed",Lecture,Rania Ben Amor
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 152:, French Basic Language for the Professions ,"Develops students linguistic, cultural and interpersonal competencies in professional contexts. Introduces students to the French economy, workplace and business practices, including job searches. The course is restricted to students who have taken FREN 150, placed in FREN 220, or are concurrently registered in FREN 150 or FREN 220. Students who have completed FREN 220 and above may not register for the course.",(1.0 unit),Not available,Not available,34227R,4:00-4:50pm,Wednesday,Lecture,
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 175:, Accelerated French for Speakers of Spanish and Other Romance Languages ,Accelerated introduction to written and spoken French for students with a high level of proficiency in Spanish or another Romance Language. Students completing this course may enroll in the third semester of the basic language sequence FREN 220.,(4.0 units),Prerequisite: 1 from (ITAL 220 or PORT 220 or SPAN 220),Not available,34228R,4:00-5:50pm,"Tue, Thu",Lecture,Robert Decker
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 220:, French III ,Continuation of FREN 150. Review of structural patterns of French; selected cultural and literary readings; conversation and composition.,(4.0 units),Prerequisite: FREN 150,Not available,34230R,8:00-9:50am,"Tue, Thu",Lecture,Mina Soroosh
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 235x:, Intermediate Conversational French ,"Designed for non-majors/minors interested in maintaining and developing French language competency. Builds vocabulary, ease of communication, and cultural knowledge through discussion of contemporary topics. Graded Credit/No Credit. Not available for credit to French majors. Not open to French majors.",(2.0 units),Prerequisite: 1 from (FREN 202 or FREN 220),Restriction:  Registration closed to the following major(s): French,34250R,1:00-1:50pm,"Mon, Wed",Lecture,Julia Chamberlin
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 250:, French IV ,Introduction to French literature through the study of texts and audiovisuals organized around a central theme; develops close-reading techniques and discursive skills; reviews French grammar.,(4.0 units),Prerequisite: 1 from (FREN 202 or FREN 220),Not available,34253R,10:00-11:50am,"Mon, Wed",Lecture,Julie Van Dam
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 260gw:, Global Women's Narratives ,Study of Francophone womens narratives combined with practice of editing personal narratives. Conducted in English.,(4.0 units),Not available,Not available,34255R,2:00-3:50pm,"Mon, Wed",Lecture-Discussion,Julie Van Dam
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 300:, French Grammar and Composition ,Grammatical structure and vocabulary building with practical application to written composition. Prerequisites: FREN 250.,(4.0 units),Prerequisite: FREN 250,Not available,34256R,3:30-4:50pm,"Tue, Thu",Lecture,Jennifer Misran
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 307g:, Public Memory and the Ghosts of History ,"An exploration of cultural haunting in post-Revolutionary France, grounded in critical approaches to literature, with a focus on collective memory, loss and historical violence.",(4.0 units),Prerequisite: FREN 150,Not available,34267D,TBA,TBA,Lecture,Guilan Siassi
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 310:, Media French ,Analysis of French media. Practice in sustained conversation. Emphasis on spoken sentence patterns. Prerequisites: FREN 250.,(4.0 units),Prerequisite: FREN 250,Not available,34309D,TBA,TBA,Lecture,Nathalie Burle
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 330:, Critical Writing in French ,Advanced composition through critical reading of literary texts; comprehensive analysis of difficult grammatical structures and stylistics. Prerequisite: FREN 300.,(4.0 units),Prerequisite: FREN 300,Not available,34268R,2:00-3:20pm,"Mon, Wed",Lecture,Beatrice Mousli
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 360:, Business and Technical French ,Specific vocabulary and formulae used in international commerce. Attention given to developing vocabulary and standard forms appropriate to individual career objectives.,(4.0 units),Prerequisite: FREN 300,Not available,34272R,2:00-3:20pm,"Tue, Thu",Lecture,Atiyeh Showrai
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 370mg:, Equality and Difference around the Enlightenment ,"18th- and 20th-century debates around the idea of equality and the notion of difference. Relevance of the Enlightenment to contemporary discussions of identity, citizenship, and human rights. Conducted in English.",(4.0 units),Not available,Not available,34273R,9:30-10:50am,"Tue, Thu",Lecture,Ruggero Sciuto
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 372gp:," Medicine, Health and the Body in Literature and Culture ","Study of health, the body and medicine through literature and culture in comparative fashion. Taught in English.",(4.0 units),Not available,Not available,34275R,12:00-1:50pm,"Mon, Wed",Lecture,Julie Van Dam
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 383:, French Women Writers ,Major figures and their roles in French society and contributions to French literature. Conducted in French. Corequisite: FREN 330.,(4.0 units),Not available,Not available,34277R,3:30-4:50pm,"Mon, Wed",Lecture,Beatrice Mousli
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 402:, Studies in Modernity ,"Study and analysis of representative works and major intellectual, cultural, and artistic trends from the modern period (post-1789). Prerequisite: FREN-330.","(4.0 units, max 8)",Prerequisite: FREN 330,Not available,34282R,11:00-12:20pm,"Tue, Thu",Lecture,Panivong Norindr
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 464:, Colloquium: French Civilization ,"Selected topics such as the press, educational institutions, French cinema today, and French colonial history. Conducted in French. Prerequisites: FREN 330.","(4.0 units, max 8)",Prerequisite: FREN 330,Not available,34284R,2:00-3:20pm,"Mon, Wed",Lecture,Jennifer Wild
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,"Restriction:  Registration open to the following class level(s): Junior, Senior",34300D,TBA,TBA,Lecture,Beatrice Mousli
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 590:, Directed Research ,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,34350D,TBA,TBA,Lecture,
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 604:, Topics in Contemporary French Thought ,Examines French thought from 1960 to the present day.,(4.0 units),Not available,Not available,34320R,2:00-4:50pm,Thursday,Lecture,Panivong Norindr
FREN,https://classes.usc.edu/term-20241/classes/FREN/,FREN 790:, Research ,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Not available,34390D,TBA,TBA,Lecture,
FSEM,https://classes.usc.edu/term-20241/classes/FSEM/,FSEM 100:, Freshman Seminar ,A seven-to-eleven week course offered for incoming freshmen; limited to 18 students. Graded CR/NC. A combined maximum of 4 units of FSEM 100 and FSEM 101 may be applied to the degree.,"(2.0 units, max 4)",Not available,Restriction:  Registration open to the following class level(s): Freshmen,34601R,2:00-3:50pm,Monday,Lecture,Kenneth Phillips
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 105Lg:, Planet Earth ,"Geologic structure and evolution of planet earth. Principles ofplate tectonics, rocks and minerals, processes of mountainbuilding, continent and ocean formation, earthquakes, volcanism,development of landforms by running water and glaciers. Lecture, 3hours; laboratory, 2 hours. One all-day or two-day field triprequired.",(4.0 units),Not available,Not available,24800R,2:00-3:20pm,"Tue, Thu",Lecture,Heidi Houston
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 107Lg:, Oceanography ,"Physical, chemical, and geological character of the oceans andocean basins. Origin of the oceans. Ocean processes and agents.Economic value of the oceans. Lecture, 3 hours; laboratory, 2 hours. One all-day field trip required.",(4.0 units),Not available,Not available,25150R,12:30-1:50pm,"Tue, Thu",Lecture,William Berelson
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 108Lg:, Crises of a Planet ,"Impact of civilization on planet earth, and impact of earth's natural evolution on society: earthquakes, volcanism, landslides, floods, global warming, acid rain, groundwater depletion and pollution; mineral and fossil fuel depletion, formation of the ozone hole. Lecture, 3 hours; laboratory, 2 hours. One all-day or overnight field trip.",(4.0 units),Not available,Not available,24872R,11:00-11:50am,MWF,Lecture,John Vidale
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 126Lg:, The History of Life on Earth: A View from the Museum ,"Topically-driven exploration of evolution, environmental change, and the history of life on Earth via the fossil record with the Natural History Museum of Los Angeles as a laboratory. How the changing Earth and life co-evolved through time.",(4.0 units),Not available,Not available,24900R,11:00-12:20pm,"Tue, Thu",Lecture,Frank Corsetti
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 241Lg:, Energy Systems ,"Energy resources from a global perspective, including fossil fuels, nuclear, and renewable energy.",(4.0 units),Not available,Not available,24855R,9:30-10:50am,"Tue, Thu",Lecture,Victoria Petryshyn
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 290L:, Special Laboratory ,"Laboratory component for GEOL 105Lg, 107Lxg, 108Lg, 125Lxg, 130Lxg, 150Lxg, or 240Lxg for students with equivalent lecture credit from another institution.",(1.0 unit),Not available,Not available,24917D,TBA,TBA,Lecture-Lab,Frank Corsetti
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 305L:, Introduction to Engineering Geology ,"Principles of geology with emphasis on structural geology, hydrogeology and geologic hazards; basic geologic considerations in civil engineering practice; introduction to mineralogy and petrology. Field trip required. Lecture, 3 hours; laboratory, 2 hours. Duplicates credit in GEOL 105Lg and 108Lg.",(4.0 units),Not available,Not available,24920R,4:30-5:50pm,"Tue, Thu",Lecture,"James Dolan,Doug Hammond"
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 351L:, Climate Systems ,Introduces systems behavior in the context of climate dynamics. Modules of instruction geared to climate system application to real world problems. Prerequisite: MATH 125.,(4.0 units),Prerequisite: MATH 125,Not available,24987R,11:00-12:20pm,"Tue, Thu",Lecture,Julien Emile-Geay
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 387a:, Undergraduate Team Research ,"Introduction to scientific inquiry, field research opportunities, and history of physical sciences; strategies, research methodologies, and writing skills for proposals, abstracts, papers, and professional development. Duplicates credit in the former GEOL-385. Recommended preparation: A GE course in Earth Science.",(2.0 units),Not available,Not available,24973R,9:00-10:50am,Tuesday,Lecture,Sarah Feakins
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 440L:, Geophysics and Geoengineering ,"Plate tectonics, magnetic and gravity fields, earthquakes, seismic waves, reflection and regraction seismics, heat transport, mantle convection, deep Earth structure, data analysis. Includes field trip.",(4.0 units),Prerequisite: MATH 126,Not available,24979R,2:00-3:20pm,"Tue, Thu",Lecture,Sylvain Barbot
GEOL,https://classes.usc.edu/term-20241/classes/GEOL/,GEOL 445:," Earth Climate: Past, Present, and Future ",Examination of the tools used to reconstruct past climate change and a thorough discussion of past climate changes on earth with an emphasis on the recent past.,(4.0 units),Prerequisite: ENST 320B,Not available,33048R,9:30-10:50am,"Tue, Thu",Lecture,Victoria Petryshyn
